timestamp,location_name,coordinates,lat,lon,speed,free_flow_speed,vehicle_count,confidence,road_closure
2026-05-01T10:00:00,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,49,57,10,0.881523,False
2026-05-01T10:15:00,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,44,61,40,0.85175,False
2026-05-01T10:30:00,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,59,76,40,0.900955,False
2026-05-01T10:45:00,Mosheer Tantawy Axis,"30.0242,31.3486",30.0242,31.3486,39,58,7,0.934068,False
2026-05-01T11:00:00,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,36,74,17,0.885065,False
2026-05-01T11:15:00,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,75,75,42,0.948866,False
2026-05-01T11:30:00,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,65,65,26,0.871697,False
2026-05-01T11:45:00,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,37,65,24,0.956618,False
2026-05-01T12:00:00,Faisal Street,"30.0051,31.1574",30.0051,31.1574,51,74,25,0.86422,False
2026-05-01T12:15:00,North 90th Street,"30.0308,31.4721",30.0308,31.4721,64,72,47,0.865845,False
2026-05-01T12:30:00,South 90th Street,"30.0195,31.4326",30.0195,31.4326,57,60,10,0.997715,False
2026-05-01T12:45:00,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,62,79,16,0.920007,False
2026-05-01T13:00:00,October Bridge,"30.0526,31.2372",30.0526,31.2372,38,64,18,0.992777,False
2026-05-01T13:15:00,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,64,77,5,0.916059,False
2026-05-01T13:30:00,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,45,76,39,0.868551,False
2026-05-01T13:45:00,Galaa Square,"30.0398,31.2188",30.0398,31.2188,57,76,37,0.908956,False
2026-05-01T14:00:00,Salah Salem,"30.0645,31.282",30.0645,31.282,47,71,47,0.932245,False
2026-05-01T14:15:00,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,60,79,16,0.902876,False
2026-05-01T14:30:00,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,57,63,49,0.983088,False
2026-05-01T14:45:00,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,65,74,24,0.870485,False
2026-05-01T15:00:00,Mosheer Tantawy Axis,"30.0242,31.3486",30.0242,31.3486,59,75,30,0.925944,False
2026-05-01T15:15:00,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,56,57,23,0.971553,False
2026-05-01T15:30:00,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,50,80,21,0.971546,False
2026-05-01T15:45:00,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,47,69,22,0.878077,False
2026-05-01T16:00:00,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,35,59,31,0.97761,False
2026-05-01T16:15:00,Faisal Street,"30.0051,31.1574",30.0051,31.1574,64,64,30,0.866527,False
2026-05-01T16:30:00,North 90th Street,"30.0308,31.4721",30.0308,31.4721,72,72,16,0.999213,False
2026-05-01T16:45:00,South 90th Street,"30.0195,31.4326",30.0195,31.4326,47,61,37,0.925328,False
2026-05-01T17:00:00,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,65,67,14,0.905554,False
2026-05-01T17:15:00,October Bridge,"30.0526,31.2372",30.0526,31.2372,38,73,22,0.957019,False
2026-05-01T17:30:00,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,46,55,49,0.950723,False
2026-05-01T17:45:00,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,53,64,22,0.886011,False
2026-05-01T18:00:00,Galaa Square,"30.0398,31.2188",30.0398,31.2188,47,70,22,0.908419,False
2026-05-01T18:15:00,Salah Salem,"30.0645,31.282",30.0645,31.282,42,71,33,0.854474,False
2026-05-01T18:30:00,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,42,69,44,0.969516,False
2026-05-01T18:45:00,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,60,66,32,0.957122,False
2026-05-01T19:00:00,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,39,58,21,0.853465,False
2026-05-01T19:15:00,Mosheer Tantawy Axis,"30.0242,31.3486",30.0242,31.3486,54,75,42,0.951498,False
2026-05-01T19:30:00,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,72,79,7,0.960023,False
2026-05-01T19:45:00,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,36,71,27,0.970533,False
2026-05-01T20:00:00,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,65,65,5,0.90394,False
2026-05-01T20:15:00,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,50,73,9,0.933065,False
2026-05-01T20:30:00,Faisal Street,"30.0051,31.1574",30.0051,31.1574,36,72,17,0.889907,False
2026-05-01T20:45:00,North 90th Street,"30.0308,31.4721",30.0308,31.4721,66,79,28,0.850214,False
2026-05-01T21:00:00,South 90th Street,"30.0195,31.4326",30.0195,31.4326,46,73,40,0.867636,False
2026-05-01T21:15:00,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,43,80,33,0.888094,False
2026-05-01T21:30:00,October Bridge,"30.0526,31.2372",30.0526,31.2372,37,55,45,0.91948,False
2026-05-01T21:45:00,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,43,59,28,0.987624,False
2026-05-01T22:00:00,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,57,76,50,0.894474,False
2026-05-01T22:15:00,Galaa Square,"30.0398,31.2188",30.0398,31.2188,42,57,17,0.857523,False
2026-05-01T22:30:00,Salah Salem,"30.0645,31.282",30.0645,31.282,59,65,9,0.957327,False
2026-05-01T22:45:00,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,59,78,5,0.90233,False
2026-05-01T23:00:00,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,49,56,24,0.976213,False
2026-05-01T23:15:00,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,64,72,9,0.908148,False
2026-05-01T23:30:00,Mosheer Tantawy Axis,"30.0242,31.3486",30.0242,31.3486,71,71,24,0.946566,False
2026-05-01T23:45:00,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,67,67,24,0.989707,False
2026-05-02T00:00:00,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,73,73,39,0.921153,False
2026-05-02T00:15:00,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,47,69,5,0.9771,False
2026-05-02T00:30:00,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,57,65,7,0.933534,False
2026-05-02T00:45:00,Faisal Street,"30.0051,31.1574",30.0051,31.1574,57,79,36,0.917369,False
2026-05-02T01:00:00,North 90th Street,"30.0308,31.4721",30.0308,31.4721,50,60,49,0.990952,False
2026-05-02T01:15:00,South 90th Street,"30.0195,31.4326",30.0195,31.4326,66,72,27,0.86842,False
2026-05-02T01:30:00,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,75,76,18,0.929876,False
2026-05-02T01:45:00,October Bridge,"30.0526,31.2372",30.0526,31.2372,70,70,15,0.983818,False
2026-05-02T02:00:00,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,47,79,39,0.924187,False
2026-05-02T02:15:00,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,44,61,41,0.922697,False
2026-05-02T02:30:00,Galaa Square,"30.0398,31.2188",30.0398,31.2188,50,79,6,0.934518,False
2026-05-02T02:45:00,Salah Salem,"30.0645,31.282",30.0645,31.282,53,69,46,0.988569,False
2026-05-02T03:00:00,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,55,66,40,0.870892,False
2026-05-02T03:15:00,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,67,72,28,0.885098,False
2026-05-02T03:30:00,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,36,69,28,0.890965,False
2026-05-02T03:45:00,Mosheer Tantawy Axis,"30.0242,31.3486",30.0242,31.3486,74,76,45,0.863214,False
2026-05-02T04:00:00,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,65,66,22,0.865518,False
2026-05-02T04:15:00,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,57,61,20,0.956481,False
2026-05-02T04:30:00,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,45,76,48,0.927298,False
2026-05-02T04:45:00,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,71,71,35,0.945463,False
2026-05-02T05:00:00,Faisal Street,"30.0051,31.1574",30.0051,31.1574,52,79,18,0.860376,False
2026-05-02T05:15:00,North 90th Street,"30.0308,31.4721",30.0308,31.4721,45,55,25,0.908747,False
2026-05-02T05:30:00,South 90th Street,"30.0195,31.4326",30.0195,31.4326,72,72,10,0.933261,False
2026-05-02T05:45:00,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,59,80,42,0.917557,False
2026-05-02T06:00:00,October Bridge,"30.0526,31.2372",30.0526,31.2372,44,75,19,0.898926,False
2026-05-02T06:15:00,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,62,62,37,0.941472,False
2026-05-02T06:30:00,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,36,71,36,0.980605,False
2026-05-02T06:45:00,Galaa Square,"30.0398,31.2188",30.0398,31.2188,50,75,14,0.984949,False
2026-05-02T07:00:00,Salah Salem,"30.0645,31.282",30.0645,31.282,74,75,12,0.948522,False
2026-05-02T07:15:00,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,61,75,22,0.887751,False
2026-05-02T07:30:00,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,45,79,8,0.921677,False
2026-05-02T07:45:00,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,44,60,8,0.920883,False
2026-05-02T08:00:00,Mosheer Tantawy Axis,"30.0242,31.3486",30.0242,31.3486,46,56,34,0.980076,False
2026-05-02T08:15:00,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,51,77,11,0.934527,False
2026-05-02T08:30:00,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,68,74,47,0.87201,False
2026-05-02T08:45:00,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,63,76,13,0.913508,False
2026-05-02T09:00:00,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,44,75,33,0.939359,False
2026-05-02T09:15:00,Faisal Street,"30.0051,31.1574",30.0051,31.1574,51,60,35,0.912838,False
2026-05-02T09:30:00,North 90th Street,"30.0308,31.4721",30.0308,31.4721,66,79,12,0.9717,False
2026-05-02T09:45:00,South 90th Street,"30.0195,31.4326",30.0195,31.4326,35,62,22,0.943008,False
2026-05-02T10:00:00,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,50,69,31,0.911542,False
2026-05-02T10:15:00,October Bridge,"30.0526,31.2372",30.0526,31.2372,74,74,33,0.904523,False
2026-05-02T10:30:00,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,41,63,24,0.935408,False
2026-05-02T10:45:00,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,47,61,18,0.967138,False
2026-05-02T11:00:00,Galaa Square,"30.0398,31.2188",30.0398,31.2188,57,76,27,0.883693,False
2026-05-02T11:15:00,Salah Salem,"30.0645,31.282",30.0645,31.282,70,70,17,0.873074,False
2026-05-02T11:30:00,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,36,75,41,0.858001,False
2026-05-02T11:45:00,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,68,68,50,0.87876,False
2026-05-02T12:00:00,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,66,66,23,0.925729,False
2026-05-02T12:15:00,Mosheer Tantawy Axis,"30.0242,31.3486",30.0242,31.3486,65,65,13,0.926522,False
2026-05-02T12:30:00,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,36,55,29,0.933784,False
2026-05-02T12:45:00,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,74,74,22,0.951394,False
2026-05-02T13:00:00,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,62,80,27,0.898572,False
2026-05-02T13:15:00,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,72,72,49,0.851438,False
2026-05-02T13:30:00,Faisal Street,"30.0051,31.1574",30.0051,31.1574,51,64,33,0.860638,False
2026-05-02T13:45:00,North 90th Street,"30.0308,31.4721",30.0308,31.4721,49,73,33,0.907782,False
2026-05-02T14:00:00,South 90th Street,"30.0195,31.4326",30.0195,31.4326,72,72,17,0.940477,False
2026-05-02T14:15:00,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,52,74,44,0.99639,False
2026-05-02T14:30:00,October Bridge,"30.0526,31.2372",30.0526,31.2372,48,56,28,0.984472,False
2026-05-02T14:45:00,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,75,75,29,0.88839,False
2026-05-02T15:00:00,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,49,55,17,0.976526,False
2026-05-02T15:15:00,Galaa Square,"30.0398,31.2188",30.0398,31.2188,62,68,15,0.87105,False
2026-05-02T15:30:00,Salah Salem,"30.0645,31.282",30.0645,31.282,55,74,28,0.858998,False
2026-05-02T15:45:00,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,53,78,34,0.854822,False
2026-05-02T16:00:00,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,39,61,10,0.972047,False
2026-05-02T16:15:00,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,64,64,12,0.960651,False
2026-05-02T16:30:00,Mosheer Tantawy Axis,"30.0242,31.3486",30.0242,31.3486,35,66,46,0.980605,False
2026-05-02T16:45:00,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,56,61,42,0.913124,False
2026-05-02T17:00:00,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,75,75,34,0.941936,False
2026-05-02T17:15:00,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,72,72,22,0.987769,False
2026-05-02T17:30:00,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,59,60,30,0.990734,False
2026-05-02T17:45:00,Faisal Street,"30.0051,31.1574",30.0051,31.1574,54,77,14,0.923731,False
2026-05-02T18:00:00,North 90th Street,"30.0308,31.4721",30.0308,31.4721,38,74,35,0.939467,False
2026-05-02T18:15:00,South 90th Street,"30.0195,31.4326",30.0195,31.4326,43,73,49,0.980639,False
2026-05-02T18:30:00,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,73,73,41,0.963212,False
2026-05-02T18:45:00,October Bridge,"30.0526,31.2372",30.0526,31.2372,49,63,43,0.952906,False
2026-05-02T19:00:00,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,47,72,47,0.887829,False
2026-05-02T19:15:00,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,47,62,24,0.90533,False
2026-05-02T19:30:00,Galaa Square,"30.0398,31.2188",30.0398,31.2188,54,75,12,0.957185,False
2026-05-02T19:45:00,Salah Salem,"30.0645,31.282",30.0645,31.282,48,63,14,0.925115,False
2026-05-02T20:00:00,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,60,60,26,0.980696,False
2026-05-02T20:15:00,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,43,78,47,0.854811,False
2026-05-02T20:30:00,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,45,61,35,0.963783,False
2026-05-02T20:45:00,Mosheer Tantawy Axis,"30.0242,31.3486",30.0242,31.3486,53,59,14,0.896384,False
2026-05-02T21:00:00,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,68,68,29,0.916738,False
2026-05-02T21:15:00,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,58,58,38,0.937613,False
2026-05-02T21:30:00,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,70,70,18,0.852631,False
2026-05-02T21:45:00,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,54,72,42,0.929628,False
2026-05-02T22:00:00,Faisal Street,"30.0051,31.1574",30.0051,31.1574,65,69,24,0.996643,False
2026-05-02T22:15:00,North 90th Street,"30.0308,31.4721",30.0308,31.4721,35,63,41,0.945153,False
2026-05-02T22:30:00,South 90th Street,"30.0195,31.4326",30.0195,31.4326,61,73,44,0.89606,False
2026-05-02T22:45:00,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,47,62,20,0.871492,False
2026-05-02T23:00:00,October Bridge,"30.0526,31.2372",30.0526,31.2372,71,71,42,0.864624,False
2026-05-02T23:15:00,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,43,76,31,0.941761,False
2026-05-02T23:30:00,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,44,61,33,0.86186,False
2026-05-02T23:45:00,Galaa Square,"30.0398,31.2188",30.0398,31.2188,41,63,8,0.993096,False
2026-05-03T00:00:00,Salah Salem,"30.0645,31.282",30.0645,31.282,39,58,49,0.977602,False
2026-05-03T00:15:00,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,29,57,17,0.894572,False
2026-05-03T00:30:00,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,48,63,76,0.865044,False
2026-05-03T00:45:00,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,65,77,45,0.955437,False
2026-05-03T01:00:00,Mosheer Tantawy Axis,"30.0242,31.3486",30.0242,31.3486,51,77,51,0.930384,False
2026-05-03T01:15:00,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,31,79,34,0.961311,False
2026-05-03T01:30:00,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,27,79,16,0.858545,False
2026-05-03T01:45:00,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,57,64,48,0.902498,False
2026-05-03T02:00:00,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,65,67,72,0.908852,False
2026-05-03T02:15:00,Faisal Street,"30.0051,31.1574",30.0051,31.1574,62,67,10,0.962406,False
2026-05-03T02:30:00,North 90th Street,"30.0308,31.4721",30.0308,31.4721,26,64,21,0.951735,False
2026-05-03T02:45:00,South 90th Street,"30.0195,31.4326",30.0195,31.4326,48,80,51,0.985097,False
2026-05-03T03:00:00,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,37,67,50,0.952806,False
2026-05-03T03:15:00,October Bridge,"30.0526,31.2372",30.0526,31.2372,33,71,55,0.989566,False
2026-05-03T03:30:00,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,62,74,27,0.876001,False
2026-05-03T03:45:00,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,53,79,53,0.85581,False
2026-05-03T04:00:00,Galaa Square,"30.0398,31.2188",30.0398,31.2188,61,69,18,0.912718,False
2026-05-03T04:15:00,Salah Salem,"30.0645,31.282",30.0645,31.282,33,77,37,0.900079,False
2026-05-03T04:30:00,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,60,80,49,0.88858,False
2026-05-03T04:45:00,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,32,76,79,0.977464,False
2026-05-03T05:00:00,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,30,74,49,0.988602,False
2026-05-03T05:15:00,Mosheer Tantawy Axis,"30.0242,31.3486",30.0242,31.3486,45,66,42,0.872146,False
2026-05-03T05:30:00,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,61,63,56,0.993835,False
2026-05-03T05:45:00,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,49,66,47,0.886556,False
2026-05-03T06:00:00,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,25,78,79,0.989218,False
2026-05-03T06:15:00,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,55,74,58,0.87122,False
2026-05-03T06:30:00,Faisal Street,"30.0051,31.1574",30.0051,31.1574,31,70,41,0.907097,False
2026-05-03T06:45:00,North 90th Street,"30.0308,31.4721",30.0308,31.4721,30,67,38,0.926589,False
2026-05-03T07:00:00,South 90th Street,"30.0195,31.4326",30.0195,31.4326,34,67,120,0.965458,False
2026-05-03T07:15:00,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,34,59,79,0.941765,False
2026-05-03T07:30:00,October Bridge,"30.0526,31.2372",30.0526,31.2372,23,78,65,0.944396,False
2026-05-03T07:45:00,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,10,80,89,0.968384,False
2026-05-03T08:00:00,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,33,68,84,0.947208,False
2026-05-03T08:15:00,Galaa Square,"30.0398,31.2188",30.0398,31.2188,26,68,49,0.918527,False
2026-05-03T08:30:00,Salah Salem,"30.0645,31.282",30.0645,31.282,24,71,41,0.885726,False
2026-05-03T08:45:00,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,28,70,78,0.939884,False
2026-05-03T09:00:00,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,18,58,77,0.859511,False
2026-05-03T09:15:00,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,23,79,81,0.865205,False
2026-05-03T09:30:00,Mosheer Tantawy Axis,"30.0242,31.3486",30.0242,31.3486,16,71,56,0.957533,False
2026-05-03T09:45:00,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,29,58,98,0.991622,False
2026-05-03T10:00:00,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,35,67,99,0.919316,False
2026-05-03T10:15:00,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,20,80,110,0.978106,False
2026-05-03T10:30:00,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,20,77,99,0.960723,False
2026-05-03T10:45:00,Faisal Street,"30.0051,31.1574",30.0051,31.1574,34,70,63,0.994924,False
2026-05-03T11:00:00,North 90th Street,"30.0308,31.4721",30.0308,31.4721,59,78,72,0.876214,False
2026-05-03T11:15:00,South 90th Street,"30.0195,31.4326",30.0195,31.4326,34,76,51,0.934368,False
2026-05-03T11:30:00,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,52,74,45,0.878918,False
2026-05-03T11:45:00,October Bridge,"30.0526,31.2372",30.0526,31.2372,47,59,67,0.959754,False
2026-05-03T12:00:00,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,48,58,14,0.919789,False
2026-05-03T12:15:00,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,38,60,62,0.940604,False
2026-05-03T12:30:00,Galaa Square,"30.0398,31.2188",30.0398,31.2188,65,65,40,0.898518,False
2026-05-03T12:45:00,Salah Salem,"30.0645,31.282",30.0645,31.282,51,60,71,0.916368,False
2026-05-03T13:00:00,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,55,62,29,0.897429,False
2026-05-03T13:15:00,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,59,76,39,0.855244,False
2026-05-03T13:30:00,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,58,58,25,0.872453,False
