timestamp,location_name,coordinates,lat,lon,speed,free_flow_speed,vehicle_count,confidence,road_closure,hour,minute,day_of_week,is_weekend,is_peak_hour,traffic_status,loc_encoded,target_enc
5/1/2026 9:00,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,66,80,41,0.946134,FALSE,9,0,4,0,1,Free_Flow,0,1
5/1/2026 9:15,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,49,57,39,0.99098,FALSE,9,15,4,0,1,Moderate,1,2
5/1/2026 9:30,Galaa Square,"30.0398,31.2188",30.0398,31.2188,35,80,11,0.942569,FALSE,9,30,4,0,1,Moderate,5,2
5/1/2026 9:45,Salah Salem,"30.0645,31.282",30.0645,31.282,64,78,13,0.864042,FALSE,9,45,4,0,1,Free_Flow,14,1
5/1/2026 10:00,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,49,57,10,0.881523,FALSE,10,0,4,0,0,Moderate,2,2
5/1/2026 10:15,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,44,61,40,0.85175,FALSE,10,15,4,0,0,Moderate,16,2
5/1/2026 10:30,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,59,76,40,0.900955,FALSE,10,30,4,0,0,Free_Flow,3,1
5/1/2026 10:45,Mosheer Tantawy Axis,"30.0242,31.3486",30.0242,31.3486,39,58,7,0.934068,FALSE,10,45,4,0,0,Moderate,7,2
5/1/2026 11:00,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,36,74,17,0.885065,FALSE,11,0,4,0,0,Moderate,13,2
5/1/2026 11:15,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,75,75,42,0.948866,FALSE,11,15,4,0,0,Free_Flow,11,1
5/1/2026 11:30,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,65,65,26,0.871697,FALSE,11,30,4,0,0,Free_Flow,12,1
5/1/2026 11:45,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,37,65,24,0.956618,FALSE,11,45,4,0,0,Moderate,6,2
5/1/2026 12:00,Faisal Street,"30.0051,31.1574",30.0051,31.1574,51,74,25,0.86422,FALSE,12,0,4,0,0,Free_Flow,4,1
5/1/2026 12:15,North 90th Street,"30.0308,31.4721",30.0308,31.4721,64,72,47,0.865845,FALSE,12,15,4,0,0,Free_Flow,8,1
5/1/2026 12:30,South 90th Street,"30.0195,31.4326",30.0195,31.4326,57,60,10,0.997715,FALSE,12,30,4,0,0,Free_Flow,15,1
5/1/2026 12:45,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,62,79,16,0.920007,FALSE,12,45,4,0,0,Free_Flow,10,1
5/1/2026 13:00,October Bridge,"30.0526,31.2372",30.0526,31.2372,38,64,18,0.992777,FALSE,13,0,4,0,0,Moderate,9,2
5/1/2026 13:15,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,64,77,5,0.916059,FALSE,13,15,4,0,0,Free_Flow,0,1
5/1/2026 13:30,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,45,76,39,0.868551,FALSE,13,30,4,0,0,Moderate,1,2
5/1/2026 13:45,Galaa Square,"30.0398,31.2188",30.0398,31.2188,57,76,37,0.908956,FALSE,13,45,4,0,0,Free_Flow,5,1
5/1/2026 14:00,Salah Salem,"30.0645,31.282",30.0645,31.282,47,71,47,0.932245,FALSE,14,0,4,0,0,Moderate,14,2
5/1/2026 14:15,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,60,79,16,0.902876,FALSE,14,15,4,0,0,Free_Flow,2,1
5/1/2026 14:30,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,57,63,49,0.983088,FALSE,14,30,4,0,0,Free_Flow,16,1
5/1/2026 14:45,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,65,74,24,0.870485,FALSE,14,45,4,0,0,Free_Flow,3,1
5/1/2026 15:00,Mosheer Tantawy Axis,"30.0242,31.3486",30.0242,31.3486,59,75,30,0.925944,FALSE,15,0,4,0,0,Free_Flow,7,1
5/1/2026 15:15,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,56,57,23,0.971553,FALSE,15,15,4,0,0,Free_Flow,13,1
5/1/2026 15:30,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,50,80,21,0.971546,FALSE,15,30,4,0,0,Free_Flow,11,1
5/1/2026 15:45,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,47,69,22,0.878077,FALSE,15,45,4,0,0,Moderate,12,2
5/1/2026 16:00,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,35,59,31,0.97761,FALSE,16,0,4,0,1,Moderate,6,2
5/1/2026 16:15,Faisal Street,"30.0051,31.1574",30.0051,31.1574,64,64,30,0.866527,FALSE,16,15,4,0,1,Free_Flow,4,1
5/1/2026 16:30,North 90th Street,"30.0308,31.4721",30.0308,31.4721,72,72,16,0.999213,FALSE,16,30,4,0,1,Free_Flow,8,1
5/1/2026 16:45,South 90th Street,"30.0195,31.4326",30.0195,31.4326,47,61,37,0.925328,FALSE,16,45,4,0,1,Moderate,15,2
5/1/2026 17:00,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,65,67,14,0.905554,FALSE,17,0,4,0,1,Free_Flow,10,1
5/1/2026 17:15,October Bridge,"30.0526,31.2372",30.0526,31.2372,38,73,22,0.957019,FALSE,17,15,4,0,1,Moderate,9,2
5/1/2026 17:30,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,46,55,49,0.950723,FALSE,17,30,4,0,1,Moderate,0,2
5/1/2026 17:45,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,53,64,22,0.886011,FALSE,17,45,4,0,1,Free_Flow,1,1
5/1/2026 18:00,Galaa Square,"30.0398,31.2188",30.0398,31.2188,47,70,22,0.908419,FALSE,18,0,4,0,1,Moderate,5,2
5/1/2026 18:15,Salah Salem,"30.0645,31.282",30.0645,31.282,42,71,33,0.854474,FALSE,18,15,4,0,1,Moderate,14,2
5/1/2026 18:30,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,42,69,44,0.969516,FALSE,18,30,4,0,1,Moderate,2,2
5/1/2026 18:45,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,60,66,32,0.957122,FALSE,18,45,4,0,1,Free_Flow,16,1
5/1/2026 19:00,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,39,58,21,0.853465,FALSE,19,0,4,0,1,Moderate,3,2
5/1/2026 19:15,Mosheer Tantawy Axis,"30.0242,31.3486",30.0242,31.3486,54,75,42,0.951498,FALSE,19,15,4,0,1,Free_Flow,7,1
5/1/2026 19:30,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,72,79,7,0.960023,FALSE,19,30,4,0,1,Free_Flow,13,1
5/1/2026 19:45,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,36,71,27,0.970533,FALSE,19,45,4,0,1,Moderate,11,2
5/1/2026 20:00,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,65,65,5,0.90394,FALSE,20,0,4,0,0,Free_Flow,12,1
5/1/2026 20:15,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,50,73,9,0.933065,FALSE,20,15,4,0,0,Free_Flow,6,1
5/1/2026 20:30,Faisal Street,"30.0051,31.1574",30.0051,31.1574,36,72,17,0.889907,FALSE,20,30,4,0,0,Moderate,4,2
5/1/2026 20:45,North 90th Street,"30.0308,31.4721",30.0308,31.4721,66,79,28,0.850214,FALSE,20,45,4,0,0,Free_Flow,8,1
5/1/2026 21:00,South 90th Street,"30.0195,31.4326",30.0195,31.4326,46,73,40,0.867636,FALSE,21,0,4,0,0,Moderate,15,2
5/1/2026 21:15,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,43,80,33,0.888094,FALSE,21,15,4,0,0,Moderate,10,2
5/1/2026 21:30,October Bridge,"30.0526,31.2372",30.0526,31.2372,37,55,45,0.91948,FALSE,21,30,4,0,0,Moderate,9,2
5/1/2026 21:45,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,43,59,28,0.987624,FALSE,21,45,4,0,0,Moderate,0,2
5/1/2026 22:00,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,57,76,50,0.894474,FALSE,22,0,4,0,0,Free_Flow,1,1
5/1/2026 22:15,Galaa Square,"30.0398,31.2188",30.0398,31.2188,42,57,17,0.857523,FALSE,22,15,4,0,0,Moderate,5,2
5/1/2026 22:30,Salah Salem,"30.0645,31.282",30.0645,31.282,59,65,9,0.957327,FALSE,22,30,4,0,0,Free_Flow,14,1
5/1/2026 22:45,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,59,78,5,0.90233,FALSE,22,45,4,0,0,Free_Flow,2,1
5/1/2026 23:00,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,49,56,24,0.976213,FALSE,23,0,4,0,0,Moderate,16,2
5/1/2026 23:15,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,64,72,9,0.908148,FALSE,23,15,4,0,0,Free_Flow,3,1
5/1/2026 23:30,Mosheer Tantawy Axis,"30.0242,31.3486",30.0242,31.3486,71,71,24,0.946566,FALSE,23,30,4,0,0,Free_Flow,7,1
5/1/2026 23:45,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,67,67,24,0.989707,FALSE,23,45,4,0,0,Free_Flow,13,1
5/2/2026 0:00,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,73,73,39,0.921153,FALSE,0,0,5,1,0,Free_Flow,11,1
5/2/2026 0:15,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,47,69,5,0.9771,FALSE,0,15,5,1,0,Moderate,12,2
5/2/2026 0:30,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,57,65,7,0.933534,FALSE,0,30,5,1,0,Free_Flow,6,1
5/2/2026 0:45,Faisal Street,"30.0051,31.1574",30.0051,31.1574,57,79,36,0.917369,FALSE,0,45,5,1,0,Free_Flow,4,1
5/2/2026 1:00,North 90th Street,"30.0308,31.4721",30.0308,31.4721,50,60,49,0.990952,FALSE,1,0,5,1,0,Free_Flow,8,1
5/2/2026 1:15,South 90th Street,"30.0195,31.4326",30.0195,31.4326,66,72,27,0.86842,FALSE,1,15,5,1,0,Free_Flow,15,1
5/2/2026 1:30,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,75,76,18,0.929876,FALSE,1,30,5,1,0,Free_Flow,10,1
5/2/2026 1:45,October Bridge,"30.0526,31.2372",30.0526,31.2372,70,70,15,0.983818,FALSE,1,45,5,1,0,Free_Flow,9,1
5/2/2026 2:00,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,47,79,39,0.924187,FALSE,2,0,5,1,0,Moderate,0,2
5/2/2026 2:15,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,44,61,41,0.922697,FALSE,2,15,5,1,0,Moderate,1,2
5/2/2026 2:30,Galaa Square,"30.0398,31.2188",30.0398,31.2188,50,79,6,0.934518,FALSE,2,30,5,1,0,Free_Flow,5,1
5/2/2026 2:45,Salah Salem,"30.0645,31.282",30.0645,31.282,53,69,46,0.988569,FALSE,2,45,5,1,0,Free_Flow,14,1
5/2/2026 3:00,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,55,66,40,0.870892,FALSE,3,0,5,1,0,Free_Flow,2,1
5/2/2026 3:15,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,67,72,28,0.885098,FALSE,3,15,5,1,0,Free_Flow,16,1
5/2/2026 3:30,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,36,69,28,0.890965,FALSE,3,30,5,1,0,Moderate,3,2
5/2/2026 3:45,Mosheer Tantawy Axis,"30.0242,31.3486",30.0242,31.3486,74,76,45,0.863214,FALSE,3,45,5,1,0,Free_Flow,7,1
5/2/2026 4:00,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,65,66,22,0.865518,FALSE,4,0,5,1,0,Free_Flow,13,1
5/2/2026 4:15,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,57,61,20,0.956481,FALSE,4,15,5,1,0,Free_Flow,11,1
5/2/2026 4:30,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,45,76,48,0.927298,FALSE,4,30,5,1,0,Moderate,12,2
5/2/2026 4:45,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,71,71,35,0.945463,FALSE,4,45,5,1,0,Free_Flow,6,1
5/2/2026 5:00,Faisal Street,"30.0051,31.1574",30.0051,31.1574,52,79,18,0.860376,FALSE,5,0,5,1,0,Free_Flow,4,1
5/2/2026 5:15,North 90th Street,"30.0308,31.4721",30.0308,31.4721,45,55,25,0.908747,FALSE,5,15,5,1,0,Moderate,8,2
5/2/2026 5:30,South 90th Street,"30.0195,31.4326",30.0195,31.4326,72,72,10,0.933261,FALSE,5,30,5,1,0,Free_Flow,15,1
5/2/2026 5:45,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,59,80,42,0.917557,FALSE,5,45,5,1,0,Free_Flow,10,1
5/2/2026 6:00,October Bridge,"30.0526,31.2372",30.0526,31.2372,44,75,19,0.898926,FALSE,6,0,5,1,0,Moderate,9,2
5/2/2026 6:15,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,62,62,37,0.941472,FALSE,6,15,5,1,0,Free_Flow,0,1
5/2/2026 6:30,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,36,71,36,0.980605,FALSE,6,30,5,1,0,Moderate,1,2
5/2/2026 6:45,Galaa Square,"30.0398,31.2188",30.0398,31.2188,50,75,14,0.984949,FALSE,6,45,5,1,0,Free_Flow,5,1
5/2/2026 7:00,Salah Salem,"30.0645,31.282",30.0645,31.282,74,75,12,0.948522,FALSE,7,0,5,1,1,Free_Flow,14,1
5/2/2026 7:15,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,61,75,22,0.887751,FALSE,7,15,5,1,1,Free_Flow,2,1
5/2/2026 7:30,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,45,79,8,0.921677,FALSE,7,30,5,1,1,Moderate,16,2
5/2/2026 7:45,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,44,60,8,0.920883,FALSE,7,45,5,1,1,Moderate,3,2
5/2/2026 8:00,Mosheer Tantawy Axis,"30.0242,31.3486",30.0242,31.3486,46,56,34,0.980076,FALSE,8,0,5,1,1,Moderate,7,2
5/2/2026 8:15,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,51,77,11,0.934527,FALSE,8,15,5,1,1,Free_Flow,13,1
5/2/2026 8:30,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,68,74,47,0.87201,FALSE,8,30,5,1,1,Free_Flow,11,1
5/2/2026 8:45,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,63,76,13,0.913508,FALSE,8,45,5,1,1,Free_Flow,12,1
5/2/2026 9:00,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,44,75,33,0.939359,FALSE,9,0,5,1,1,Moderate,6,2
5/2/2026 9:15,Faisal Street,"30.0051,31.1574",30.0051,31.1574,51,60,35,0.912838,FALSE,9,15,5,1,1,Free_Flow,4,1
5/2/2026 9:30,North 90th Street,"30.0308,31.4721",30.0308,31.4721,66,79,12,0.9717,FALSE,9,30,5,1,1,Free_Flow,8,1
5/2/2026 9:45,South 90th Street,"30.0195,31.4326",30.0195,31.4326,35,62,22,0.943008,FALSE,9,45,5,1,1,Moderate,15,2
5/2/2026 10:00,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,50,69,31,0.911542,FALSE,10,0,5,1,0,Free_Flow,10,1
5/2/2026 10:15,October Bridge,"30.0526,31.2372",30.0526,31.2372,74,74,33,0.904523,FALSE,10,15,5,1,0,Free_Flow,9,1
5/2/2026 10:30,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,41,63,24,0.935408,FALSE,10,30,5,1,0,Moderate,0,2
5/2/2026 10:45,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,47,61,18,0.967138,FALSE,10,45,5,1,0,Moderate,1,2
5/2/2026 11:00,Galaa Square,"30.0398,31.2188",30.0398,31.2188,57,76,27,0.883693,FALSE,11,0,5,1,0,Free_Flow,5,1
5/2/2026 11:15,Salah Salem,"30.0645,31.282",30.0645,31.282,70,70,17,0.873074,FALSE,11,15,5,1,0,Free_Flow,14,1
5/2/2026 11:30,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,36,75,41,0.858001,FALSE,11,30,5,1,0,Moderate,2,2
5/2/2026 11:45,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,68,68,50,0.87876,FALSE,11,45,5,1,0,Free_Flow,16,1
5/2/2026 12:00,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,66,66,23,0.925729,FALSE,12,0,5,1,0,Free_Flow,3,1
5/2/2026 12:15,Mosheer Tantawy Axis,"30.0242,31.3486",30.0242,31.3486,65,65,13,0.926522,FALSE,12,15,5,1,0,Free_Flow,7,1
5/2/2026 12:30,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,36,55,29,0.933784,FALSE,12,30,5,1,0,Moderate,13,2
5/2/2026 12:45,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,74,74,22,0.951394,FALSE,12,45,5,1,0,Free_Flow,11,1
5/2/2026 13:00,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,62,80,27,0.898572,FALSE,13,0,5,1,0,Free_Flow,12,1
5/2/2026 13:15,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,72,72,49,0.851438,FALSE,13,15,5,1,0,Free_Flow,6,1
5/2/2026 13:30,Faisal Street,"30.0051,31.1574",30.0051,31.1574,51,64,33,0.860638,FALSE,13,30,5,1,0,Free_Flow,4,1
5/2/2026 13:45,North 90th Street,"30.0308,31.4721",30.0308,31.4721,49,73,33,0.907782,FALSE,13,45,5,1,0,Moderate,8,2
5/2/2026 14:00,South 90th Street,"30.0195,31.4326",30.0195,31.4326,72,72,17,0.940477,FALSE,14,0,5,1,0,Free_Flow,15,1
5/2/2026 14:15,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,52,74,44,0.99639,FALSE,14,15,5,1,0,Free_Flow,10,1
5/2/2026 14:30,October Bridge,"30.0526,31.2372",30.0526,31.2372,48,56,28,0.984472,FALSE,14,30,5,1,0,Moderate,9,2
5/2/2026 14:45,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,75,75,29,0.88839,FALSE,14,45,5,1,0,Free_Flow,0,1
5/2/2026 15:00,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,49,55,17,0.976526,FALSE,15,0,5,1,0,Moderate,1,2
5/2/2026 15:15,Galaa Square,"30.0398,31.2188",30.0398,31.2188,62,68,15,0.87105,FALSE,15,15,5,1,0,Free_Flow,5,1
5/2/2026 15:30,Salah Salem,"30.0645,31.282",30.0645,31.282,55,74,28,0.858998,FALSE,15,30,5,1,0,Free_Flow,14,1
5/2/2026 15:45,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,53,78,34,0.854822,FALSE,15,45,5,1,0,Free_Flow,2,1
5/2/2026 16:00,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,39,61,10,0.972047,FALSE,16,0,5,1,1,Moderate,16,2
5/2/2026 16:15,Corniche El Nil,"30.0263,31.2268",30.0263,31.2268,64,64,12,0.960651,FALSE,16,15,5,1,1,Free_Flow,3,1
5/2/2026 16:30,Mosheer Tantawy Axis,"30.0242,31.3486",30.0242,31.3486,35,66,46,0.980605,FALSE,16,30,5,1,1,Moderate,7,2
5/2/2026 16:45,Rod El Farag Axis,"30.0881,31.2185",30.0881,31.2185,56,61,42,0.913124,FALSE,16,45,5,1,1,Free_Flow,13,1
5/2/2026 17:00,Ring Road - Marg,"30.1554,31.3323",30.1554,31.3323,75,75,34,0.941936,FALSE,17,0,5,1,1,Free_Flow,11,1
5/2/2026 17:15,Ring Road - Moneeb,"29.9881,31.2227",29.9881,31.2227,72,72,22,0.987769,FALSE,17,15,5,1,1,Free_Flow,12,1
5/2/2026 17:30,Gamaat El Dowal St,"30.0543,31.2005",30.0543,31.2005,59,60,30,0.990734,FALSE,17,30,5,1,1,Free_Flow,6,1
5/2/2026 17:45,Faisal Street,"30.0051,31.1574",30.0051,31.1574,54,77,14,0.923731,FALSE,17,45,5,1,1,Free_Flow,4,1
5/2/2026 18:00,North 90th Street,"30.0308,31.4721",30.0308,31.4721,38,74,35,0.939467,FALSE,18,0,5,1,1,Moderate,8,2
5/2/2026 18:15,South 90th Street,"30.0195,31.4326",30.0195,31.4326,43,73,49,0.980639,FALSE,18,15,5,1,1,Moderate,15,2
5/2/2026 18:30,Ring Road - Maadi,"29.9544,31.2858",29.9544,31.2858,73,73,41,0.963212,FALSE,18,30,5,1,1,Free_Flow,10,1
5/2/2026 18:45,October Bridge,"30.0526,31.2372",30.0526,31.2372,49,63,43,0.952906,FALSE,18,45,5,1,1,Moderate,9,2
5/2/2026 19:00,26th July Corridor,"30.0381,31.0264",30.0381,31.0264,47,72,47,0.887829,FALSE,19,0,5,1,1,Moderate,0,2
5/2/2026 19:15,Abbas El Akkad,"30.0631,31.3341",30.0631,31.3341,47,62,24,0.90533,FALSE,19,15,5,1,1,Moderate,1,2
5/2/2026 19:30,Galaa Square,"30.0398,31.2188",30.0398,31.2188,54,75,12,0.957185,FALSE,19,30,5,1,1,Free_Flow,5,1
5/2/2026 19:45,Salah Salem,"30.0645,31.282",30.0645,31.282,48,63,14,0.925115,FALSE,19,45,5,1,1,Moderate,14,2
5/2/2026 20:00,Autostrad - Sheraton,"30.1065,31.3711",30.1065,31.3711,60,60,26,0.980696,FALSE,20,0,5,1,0,Free_Flow,2,1
5/2/2026 20:15,Tahrir Square,"30.0444,31.2357",30.0444,31.2357,43,78,47,0.854811,FALSE,20,15,5,1,0,Moderate,16,2
